date,normalized_date,total_click,relative_click,assessment_type
-18,-0.07468879668049792,11807,1.6124513478620586,
-17,-0.07053941908713693,4599,0.6280734944369957,
-16,-0.06639004149377593,4696,0.6413205326975715,
-15,-0.06224066390041494,3489,0.4764836751664879,
-14,-0.058091286307053944,3546,0.4842680172371356,
-13,-0.05394190871369295,3263,0.4456194416933935,
-12,-0.04979253112033195,3950,0.5394412487554104,
-11,-0.04564315352697095,4325,0.5906540255359874,
-10,-0.04149377593360996,4114,0.5618383031341161,
-9,-0.03734439834024896,5265,0.7190273859993003,
-8,-0.03319502074688797,3757,0.5130837396390069,
-7,-0.029045643153526972,2829,0.38634918803267243,
-6,-0.024896265560165973,3602,0.491915791903035,
-5,-0.02074688796680498,5303,0.7242169473797321,
-4,-0.016597510373443983,5388,0.7358251767833295,
-3,-0.012448132780082987,4706,0.6426862067450536,
-2,-0.008298755186721992,5309,0.7250363518082213,
-1,-0.004149377593360996,4694,0.6410473978880751,
0,0.0,14640,1.9993468055137238,
1,0.004149377593360996,15525,2.120208958715885,
2,0.008298755186721992,15966,2.180435184209844,
3,0.012448132780082987,16406,2.2405248422990542,
4,0.016597510373443983,15660,2.138645558356893,
5,0.02074688796680498,15061,2.0568416829127183,
6,0.024896265560165973,11468,1.566154997652417,
7,0.029045643153526972,11541,1.576124418199036,
8,0.03319502074688797,15910,2.1727874095439446,
9,0.03734439834024896,15766,2.153121703260203,
10,0.04149377593360996,17275,2.3592019170252443,
11,0.04564315352697095,16293,2.225092725562507,
12,0.04979253112033195,15136,2.0670842382688335,
13,0.05394190871369295,15006,2.049330475651567,
14,0.058091286307053944,18728,2.5576343561243866,
15,0.06224066390041494,24239,3.3102573236917454,
16,0.06639004149377593,32470,4.4343436321742224,
17,0.07053941908713693,39567,5.403562503672235,
18,0.07468879668049792,42454,5.7978326011803025,CMA
19,0.07883817427385892,9509,1.298619451750683,
20,0.08298755186721991,6521,0.890556046363046,
21,0.08713692946058091,6545,0.8938336640770029,
22,0.0912863070539419,7069,0.9653949841650624,
23,0.0954356846473029,8726,1.1916871738328383,
24,0.0995850622406639,9663,1.3196508320819067,
25,0.1037344398340249,10152,1.386432293003779,
26,0.1078838174273859,8465,1.156043081193557,
27,0.11203319502074689,7677,1.048427966251971,
28,0.11618257261410789,6980,0.9532404851424722,
29,0.12033195020746888,10809,1.4761570779233497,
30,0.12448132780082988,14215,1.9413056584957367,
31,0.12863070539419086,15250,2.082652922410129,
32,0.13278008298755187,12874,1.7581687687283936,TMA
33,0.13692946058091288,8689,1.1866341798571547,
34,0.14107883817427386,6340,0.8658373461036208,
35,0.14522821576763487,4036,0.551186045563756,
36,0.14937759336099585,5494,0.7503013216866392,
37,0.15352697095435686,7804,1.0657720266549933,
38,0.15767634854771784,7540,1.029718231801467,
39,0.16182572614107885,6079,0.8301932534643393,
40,0.16597510373443983,6024,0.822682046203188,
41,0.17012448132780084,4914,0.6710922269326802,
42,0.17427385892116182,4474,0.6110025688434699,
43,0.17842323651452283,5147,0.702912432239012,
44,0.1825726141078838,5803,0.7925006497538346,
45,0.18672199170124482,8035,1.0973190971518285,
46,0.1908713692946058,6851,0.9356232899299537,
47,0.1950207468879668,5763,0.7870379535639065,
48,0.1991701244813278,4316,0.5894249188932535,
49,0.2033195020746888,4821,0.6583914582910971,
50,0.2074688796680498,6329,0.8643351046513906,
51,0.21161825726141079,6982,0.9535136199519686,
52,0.2157676348547718,6468,0.8833179739113911,
53,0.21991701244813278,6282,0.8579164366282249,
54,0.22406639004149378,5745,0.7845797402784388,
55,0.22821576763485477,4966,0.6781937319795869,
56,0.23236514522821577,6582,0.8988866580526865,
57,0.23651452282157676,5877,0.8026066377052018,
58,0.24066390041493776,7906,1.0797019019393101,
59,0.24481327800829875,7899,1.0787459301060727,
60,0.24896265560165975,8018,1.0949974512711091,
61,0.25311203319502074,10600,1.447614490330975,
62,0.2572614107883817,7231,0.9875189037342716,
63,0.26141078838174275,11704,1.5983849051729935,
64,0.26556016597510373,17535,2.394709442259778,
65,0.2697095435684647,21831,2.9814030130580673,
66,0.27385892116182575,25642,3.501861392553477,
67,0.27800829875518673,36841,5.031279758328627,CMA
68,0.2821576763485477,4888,0.667541474409227,
69,0.2863070539419087,3616,0.49382773556950993,
70,0.29045643153526973,2588,0.353436443488355,
71,0.2946058091286307,2233,0.3049550148027422,
72,0.2987551867219917,3358,0.458593345144473,
73,0.3029045643153527,3692,0.5042068583303735,
74,0.3070539419087137,3341,0.4562716992637535,
75,0.3112033195020747,3384,0.4621440976679263,
76,0.3153526970954357,2697,0.3683222906059094,
77,0.31950207468879666,2749,0.37542379565281603,
78,0.3236514522821577,2769,0.37815514374778014,
79,0.3278008298755187,2418,0.3302199846811601,
80,0.33195020746887965,3122,0.42636343762389656,
81,0.3360995850622407,3585,0.48959414602231555,
82,0.34024896265560167,3215,0.43906420626547965,
83,0.34439834024896265,2978,0.406697731340155,
84,0.34854771784232363,2538,0.3466080732509447,
85,0.35269709543568467,3382,0.46187096285842993,
86,0.35684647302904565,3759,0.5133568744485033,
87,0.36099585062240663,3420,0.4670605242388617,
88,0.3651452282157676,3705,0.5059822345921002,
89,0.36929460580912865,3877,0.5294718282087915,
90,0.37344398340248963,3304,0.4512187052880699,
91,0.3775933609958506,3110,0.42472462876691813,
92,0.3817427385892116,3294,0.44985303124058784,
93,0.38589211618257263,4566,0.6235667700803048,
94,0.3900414937759336,5877,0.8026066377052018,
95,0.3941908713692946,6609,0.902573977980888,
96,0.3983402489626556,6785,0.9266098412165721,
97,0.4024896265560166,5461,0.7457945973299485,
98,0.4066390041493776,5994,0.8185850240607419,
99,0.4107883817427386,9142,1.2484992142080917,
100,0.4149377593360996,10700,1.4612712308057954,
101,0.4190871369294606,10997,1.5018317500160123,
102,0.42323651452282157,8909,1.2166790089017598,TMA
103,0.42738589211618255,5306,0.7246266495939767,
104,0.4315352697095436,3940,0.5380755747079284,
105,0.43568464730290457,3022,0.41270669714907604,
106,0.43983402489626555,4688,0.6402279934595859,
107,0.44398340248962653,5849,0.7987827503722521,
108,0.44813278008298757,5396,0.7369177160213152,
109,0.45228215767634855,5119,0.6990885449060623,
110,0.45643153526970953,4069,0.5556927699204469,
111,0.4605809128630705,3985,0.5442211079215976,
112,0.46473029045643155,3278,0.4476679527646166,
113,0.46887966804979253,4148,0.566481594895555,
114,0.4730290456431535,5029,0.6867974784787239,
115,0.47717842323651455,5330,0.7279042673079336,
116,0.48132780082987553,4909,0.6704093899089392,
117,0.4854771784232365,6135,0.8378410281302388,
118,0.4896265560165975,3199,0.4368791277895084,
119,0.49377593360995853,3581,0.48904787640332276,
120,0.4979253112033195,4690,0.6405011282690823,
121,0.5020746887966805,5699,0.7782976396600213,
122,0.5062240663900415,5874,0.8021969354909573,
123,0.5103734439834025,6566,0.8967015795767153,
124,0.5145228215767634,5426,0.7410147381637613,
125,0.5186721991701245,4118,0.5623845727531089,
126,0.5228215767634855,4427,0.6045839008203043,
127,0.5269709543568465,5467,0.7466140017584377,
128,0.5311203319502075,6925,0.9457292778813209,
129,0.5352697095435685,6992,0.9548792939994506,
130,0.5394190871369294,6529,0.8916485856010317,
131,0.5435684647302904,6862,0.9371255313821839,
132,0.5477178423236515,8003,1.092948940199886,
133,0.5518672199170125,9777,1.3352195162232021,
134,0.5560165975103735,14789,2.0196953488212066,
135,0.5601659751037344,21905,2.9915090010094345,
136,0.5643153526970954,27802,3.7968469868096,
137,0.5684647302904564,37174,5.076756704109779,CMA
138,0.5726141078838174,4149,0.5666181623003033,
139,0.5767634854771784,3194,0.4361962907657673,
140,0.5809128630705395,3396,0.4637829065249048,
141,0.5850622406639004,3439,0.4696553049290776,
142,0.5892116182572614,4180,0.5708517518474977,
143,0.5933609958506224,4527,0.6182406412951248,
144,0.5975103734439834,4038,0.5514591803732525,
145,0.6016597510373444,4414,0.6028085245585777,
146,0.6058091286307054,3399,0.4641926087391494,
147,0.6099585062240664,4707,0.6428227741498018,
148,0.6141078838174274,5173,0.7064631847624654,
149,0.6182572614107884,5851,0.7990558851817485,
150,0.6224066390041494,5412,0.7391027944972864,
151,0.6265560165975104,5150,0.7033221344532566,TMA
152,0.6307053941908713,3833,0.5234628623998705,
153,0.6348547717842323,2719,0.37132677351036986,
154,0.6390041493775933,2341,0.3197042945155483,
155,0.6431535269709544,2818,0.3848469465804422,
156,0.6473029045643154,3943,0.5384852769221731,
157,0.6514522821576764,4383,0.5985749350113833,
158,0.6556016597510373,4086,0.5580144158011664,
159,0.6597510373443983,4102,0.5601994942771377,
160,0.6639004149377593,3164,0.4320992686233212,
161,0.6680497925311203,2197,0.3000385882318068,
162,0.6721991701244814,3009,0.4109313208873494,
163,0.6763485477178424,5061,0.6911676354306664,
