date,normalized_date,total_click,relative_click,assessment_type
-18,-0.06896551724137931,21611,3.4435646426673134,
-17,-0.06513409961685823,10184,1.6227505585546211,
-16,-0.06130268199233716,6965,1.1098249843217731,
-15,-0.05747126436781609,4697,0.7484347381707636,
-14,-0.05363984674329502,4150,0.661274039473849,
-13,-0.04980842911877394,5751,0.916382409882917,
-12,-0.04597701149425287,6526,1.0398733449653828,
-11,-0.0421455938697318,6289,1.0021090203014544,
-10,-0.038314176245210725,6611,1.0534175120389435,
-9,-0.034482758620689655,5673,0.9039536448036495,
-8,-0.03065134099616858,4633,0.7382367770800825,
-7,-0.02681992337164751,7472,1.190611957337012,
-6,-0.022988505747126436,7618,1.213876056075128,
-5,-0.019157088122605363,9861,1.5712827236750904,
-4,-0.01532567049808429,10097,1.6088877051969765,
-3,-0.011494252873563218,9839,1.5677771745501687,
-2,-0.007662835249042145,9539,1.5199742319376013,
-1,-0.0038314176245210726,8572,1.3658894135830923,
0,0.0,12929,2.060147483459613,
1,0.0038314176245210726,12246,1.951316117445001,
2,0.007662835249042145,15356,2.446873289195283,
3,0.011494252873563218,13489,2.149379643003072,
4,0.01532567049808429,14037,2.2366996848420286,
5,0.019157088122605363,11356,1.8095007210277179,
6,0.022988505747126436,10712,1.7068837375527397,
7,0.02681992337164751,9621,1.5330403695850363,
8,0.03065134099616858,10850,1.7288730911545207,
9,0.034482758620689655,15510,2.4714121330697343,
10,0.038314176245210725,13840,2.205309085859776,
11,0.0421455938697318,11759,1.8737160072706,
12,0.04597701149425287,9704,1.5462658503745133,
13,0.04980842911877394,8058,1.2839870385735603,
14,0.05363984674329502,8498,1.3540980210719924,
15,0.05747126436781609,10793,1.719790532058133,
16,0.06130268199233716,13887,2.212798213535745,
17,0.06513409961685823,12904,2.0561639049085656,
18,0.06896551724137931,12388,1.9739428436149495,
19,0.07279693486590039,10345,1.6484048044233657,
20,0.07662835249042145,10897,1.7363622188304897,
21,0.08045977011494253,12192,1.942711587774739,
22,0.0842911877394636,15502,2.470137387933399,
23,0.08812260536398467,18860,3.00521165891007,
24,0.09195402298850575,20314,3.2368965874389803,
25,0.09578544061302682,16611,2.6468489324578566,TMA
26,0.09961685823754789,10947,1.7443293759325842,
27,0.10344827586206896,8828,1.4066812579458166,
28,0.10727969348659004,8208,1.3078885098798438,
29,0.1111111111111111,9671,1.541007526687131,
30,0.11494252873563218,11929,1.9008043414177216,
31,0.11877394636015326,11927,1.9004856551336378,
32,0.12260536398467432,10406,1.658124736087921,
33,0.12643678160919541,7905,1.2596075378411509,
34,0.13026819923371646,7389,1.177386476547535,
35,0.13409961685823754,6144,0.9790042647053803,
36,0.13793103448275862,7740,1.233315919404239,
37,0.1417624521072797,9117,1.4527314259959232,
38,0.14559386973180077,8244,1.313624862993352,
39,0.14942528735632185,8058,1.2839870385735603,
40,0.1532567049808429,7968,1.26964615578979,
41,0.15708812260536398,6059,0.9654600976318195,
42,0.16091954022988506,6179,0.9845812746768464,
43,0.16475095785440613,14208,2.2639473621311916,
44,0.1685823754789272,10834,1.7263236008818506,
45,0.1724137931034483,9652,1.537980006988335,
46,0.17624521072796934,8890,1.4165605327524138,
47,0.18007662835249041,7693,1.22582679172827,
48,0.1839080459770115,7042,1.1220944062589986,
49,0.18773946360153257,7730,1.2317224879838198,
50,0.19157088122605365,11119,1.7717363963637895,
51,0.19540229885057472,14751,2.350470688259939,
52,0.19923371647509577,18289,2.9142267248041502,
53,0.20306513409961685,12736,2.029394257045528,TMA
54,0.20689655172413793,4664,0.7431764144833811,
55,0.210727969348659,4859,0.7742483271815499,
56,0.21455938697318008,3858,0.6147458419976167,
57,0.21839080459770116,4190,0.6676477651555246,
58,0.2222222222222222,6137,0.977888862711087,
59,0.2260536398467433,5337,0.850414349077574,
60,0.22988505747126436,5169,0.8236447012145363,
61,0.23371647509578544,4468,0.7119451586431704,
62,0.23754789272030652,3635,0.579212321322275,
63,0.2413793103448276,3114,0.49619454431844956,
64,0.24521072796934865,3209,0.5113321428124292,
65,0.24904214559386972,4503,0.7175221686146366,
66,0.25287356321839083,4039,0.6435869507071991,
67,0.2567049808429119,3929,0.6260592050825909,
68,0.26053639846743293,3080,0.49077687748902526,
69,0.26436781609195403,2383,0.37971470748582703,
70,0.2681992337164751,1772,0.2823560476982314,
71,0.2720306513409962,2417,0.3851323743152513,
72,0.27586206896551724,2338,0.3725442660939419,
73,0.2796934865900383,1477,0.23534982079587347,
74,0.2835249042145594,601,0.09576522836717669,
75,0.28735632183908044,1287,0.20507462380791414,
76,0.29118773946360155,2376,0.37859930549153376,
77,0.2950191570881226,2762,0.44010575831970383,
78,0.2988505747126437,3183,0.5071892211193401,
79,0.30268199233716475,3985,0.6349824210369369,
80,0.3065134099616858,1945,0.3099224112714786,
81,0.3103448275862069,3061,0.4877493577902293,
82,0.31417624521072796,5552,0.8846731246165805,
83,0.31800766283524906,4868,0.7756824154599269,
84,0.3218390804597701,5830,0.9289705181042264,
85,0.32567049808429116,7554,1.203678094984447,
86,0.32950191570881227,8189,1.304860990181048,
87,0.3333333333333333,10436,1.6629050303491777,
88,0.3371647509578544,8648,1.3779994923782761,TMA
89,0.34099616858237547,4079,0.6499606763888747,
90,0.3448275862068966,3582,0.5707671347940547,
91,0.3486590038314176,3177,0.5062331622670887,
92,0.3524904214559387,3348,0.5334808395562521,
93,0.3563218390804598,5219,0.8316118583166308,
94,0.36015325670498083,5499,0.8762279380883603,
95,0.36398467432950193,5239,0.8347987211574686,
96,0.367816091954023,3950,0.6294054110654707,
97,0.3716475095785441,3456,0.5506898988967764,
98,0.37547892720306514,3068,0.48886475978452254,
99,0.3793103448275862,3524,0.561525232555625,
100,0.3831417624521073,4722,0.7524183167218108,
101,0.38697318007662834,4669,0.7439731301935906,
102,0.39080459770114945,4635,0.7385554633641662,
103,0.3946360153256705,4093,0.6521914803774611,
104,0.39846743295019155,3569,0.5686956739475101,
105,0.40229885057471265,2759,0.43962772889357815,
106,0.4061302681992337,3727,0.5938718903901289,
107,0.4099616858237548,4753,0.7573579541251094,
108,0.41379310344827586,4932,0.7858803765506079,
109,0.41762452107279696,4215,0.6716313437065718,
110,0.421455938697318,3690,0.5879761941345789,
111,0.42528735632183906,3610,0.5752287427712277,
112,0.42911877394636017,4167,0.6639828728885612,
113,0.4329501915708812,3971,0.6327516170483504,
114,0.4367816091954023,6551,1.0438569235164301,
115,0.44061302681992337,6019,0.9590863719501438,
116,0.4444444444444444,6037,0.9619545485068979,
117,0.4482758620689655,5176,0.8247601032088294,
118,0.4521072796934866,4905,0.7815781117154769,
119,0.4559386973180077,5991,0.9546247639729709,
120,0.45977011494252873,8132,1.2957784310846603,
121,0.46360153256704983,10600,1.689037305644048,
122,0.4674329501915709,12215,1.9463764800417025,
123,0.47126436781609193,10880,1.7336533854157776,TMA
